Time (s),Load (lbf),Machine Extension (in),Extension (in)
4.000,0.023339,0.065161,0.065161
4.001,0.023341,0.065177,0.065177
4.002,0.023343,0.065194,0.065194
4.003,0.023345,0.065210,0.065210
4.004,0.023347,0.065227,0.065227
4.005,0.023349,0.065244,0.065244
4.006,0.023351,0.065260,0.065260
4.007,0.023354,0.065277,0.065277
4.008,0.023356,0.065293,0.065293
4.009,0.023358,0.065310,0.065310
4.010,0.023360,0.065326,0.065326
4.011,0.023362,0.065343,0.065343
4.012,0.023364,0.065360,0.065360
4.013,0.023366,0.065376,0.065376
4.014,0.023369,0.065393,0.065393
4.015,0.023371,0.065409,0.065409
4.016,0.023373,0.065426,0.065426
4.017,0.023375,0.065442,0.065442
4.018,0.023377,0.065459,0.065459
4.019,0.023379,0.065476,0.065476
4.020,0.023381,0.065492,0.065492
4.021,0.023384,0.065509,0.065509
4.022,0.023386,0.065525,0.065525
4.023,0.023388,0.065542,0.065542
4.024,0.023390,0.065558,0.065558
4.025,0.023392,0.065575,0.065575
4.026,0.023394,0.065592,0.065592
4.027,0.023396,0.065608,0.065608
4.028,0.023398,0.065625,0.065625
4.029,0.023401,0.065641,0.065641
4.030,0.023403,0.065658,0.065658
4.031,0.023405,0.065675,0.065675
4.032,0.023407,0.065691,0.065691
4.033,0.023409,0.065708,0.065708
4.034,0.023411,0.065724,0.065724
4.035,0.023413,0.065741,0.065741
4.036,0.023416,0.065757,0.065757
4.037,0.023418,0.065774,0.065774
4.038,0.023420,0.065791,0.065791
4.039,0.023422,0.065807,0.065807
4.040,0.023424,0.065824,0.065824
4.041,0.023426,0.065840,0.065840
4.042,0.023428,0.065857,0.065857
4.043,0.023431,0.065873,0.065873
4.044,0.023433,0.065890,0.065890
4.045,0.023435,0.065907,0.065907
4.046,0.023437,0.065923,0.065923
4.047,0.023439,0.065940,0.065940
4.048,0.023441,0.065956,0.065956
4.049,0.023443,0.065973,0.065973
4.050,0.023446,0.065989,0.065989
4.051,0.023448,0.066006,0.066006
4.052,0.023450,0.066023,0.066023
4.053,0.023452,0.066039,0.066039
4.054,0.023454,0.066056,0.066056
4.055,0.023456,0.066072,0.066072
4.056,0.023458,0.066089,0.066089
4.057,0.023461,0.066105,0.066105
4.058,0.023463,0.066122,0.066122
4.059,0.023465,0.066139,0.066139
4.060,0.023467,0.066155,0.066155
4.061,0.023469,0.066172,0.066172
4.062,0.023471,0.066188,0.066188
4.063,0.023473,0.066205,0.066205
4.064,0.023476,0.066222,0.066222
4.065,0.023478,0.066238,0.066238
4.066,0.023480,0.066255,0.066255
4.067,0.023482,0.066271,0.066271
4.068,0.023484,0.066288,0.066288
4.069,0.023486,0.066304,0.066304
4.070,0.023488,0.066321,0.066321
4.071,0.023490,0.066338,0.066338
4.072,0.023493,0.066354,0.066354
4.073,0.023495,0.066371,0.066371
4.074,0.023497,0.066387,0.066387
4.075,0.023499,0.066404,0.066404
4.076,0.023501,0.066420,0.066420
4.077,0.023503,0.066437,0.066437
4.078,0.023505,0.066454,0.066454
4.079,0.023508,0.066470,0.066470
4.080,0.023510,0.066487,0.066487
4.081,0.023512,0.066503,0.066503
4.082,0.023514,0.066520,0.066520
4.083,0.023516,0.066536,0.066536
4.084,0.023518,0.066553,0.066553
4.085,0.023520,0.066570,0.066570
4.086,0.023523,0.066586,0.066586
4.087,0.023525,0.066603,0.066603
4.088,0.023527,0.066619,0.066619
4.089,0.023529,0.066636,0.066636
4.090,0.023531,0.066653,0.066653
4.091,0.023533,0.066669,0.066669
4.092,0.023535,0.066686,0.066686
4.093,0.023538,0.066702,0.066702
4.094,0.023540,0.066719,0.066719
4.095,0.023542,0.066735,0.066735
4.096,0.023544,0.066752,0.066752
4.097,0.023546,0.066769,0.066769
4.098,0.023548,0.066785,0.066785
4.099,0.023550,0.066802,0.066802
4.100,0.023553,0.066818,0.066818
4.101,0.023555,0.066835,0.066835
4.102,0.023557,0.066851,0.066851
4.103,0.023559,0.066868,0.066868
4.104,0.023561,0.066885,0.066885
4.105,0.023563,0.066901,0.066901
4.106,0.023565,0.066918,0.066918
4.107,0.023568,0.066934,0.066934
4.108,0.023570,0.066951,0.066951
4.109,0.023572,0.066967,0.066967
4.110,0.023574,0.066984,0.066984
4.111,0.023576,0.067001,0.067001
4.112,0.023578,0.067017,0.067017
4.112,0.023580,0.067034,0.067034
4.113,0.023582,0.067050,0.067050
4.114,0.023585,0.067067,0.067067
4.115,0.023587,0.067083,0.067083
4.116,0.023589,0.067100,0.067100
4.117,0.023591,0.067117,0.067117
4.118,0.023593,0.067133,0.067133
4.119,0.023595,0.067150,0.067150
4.120,0.023597,0.067166,0.067166
4.121,0.023600,0.067183,0.067183
4.122,0.023602,0.067200,0.067200
4.123,0.023604,0.067216,0.067216
4.124,0.023606,0.067233,0.067233
4.125,0.023608,0.067249,0.067249
4.126,0.023610,0.067266,0.067266
4.127,0.023612,0.067282,0.067282
4.128,0.023615,0.067299,0.067299
4.129,0.023617,0.067316,0.067316
4.130,0.023619,0.067332,0.067332
4.131,0.023621,0.067349,0.067349
4.132,0.023623,0.067365,0.067365
4.133,0.023625,0.067382,0.067382
4.134,0.023627,0.067398,0.067398
4.135,0.023630,0.067415,0.067415
4.136,0.023632,0.067432,0.067432
4.137,0.023634,0.067448,0.067448
4.138,0.023636,0.067465,0.067465
4.139,0.023638,0.067481,0.067481
4.140,0.023640,0.067498,0.067498
4.141,0.023642,0.067514,0.067514
4.142,0.023645,0.067531,0.067531
4.143,0.023647,0.067548,0.067548
4.144,0.023649,0.067564,0.067564
4.145,0.023651,0.067581,0.067581
4.146,0.023653,0.067597,0.067597
4.147,0.023655,0.067614,0.067614
4.148,0.023657,0.067631,0.067631
4.149,0.023660,0.067647,0.067647
4.150,0.023662,0.067664,0.067664
4.151,0.023664,0.067680,0.067680
4.152,0.023666,0.067697,0.067697
4.153,0.023668,0.067713,0.067713
4.154,0.023670,0.067730,0.067730
4.155,0.023672,0.067747,0.067747
4.156,0.023675,0.067763,0.067763
4.157,0.023677,0.067780,0.067780
4.158,0.023679,0.067796,0.067796
4.159,0.023681,0.067813,0.067813
4.160,0.023683,0.067829,0.067829
4.161,0.023685,0.067846,0.067846
4.162,0.023687,0.067863,0.067863
4.163,0.023689,0.067879,0.067879
4.164,0.023692,0.067896,0.067896
4.165,0.023694,0.067912,0.067912
4.166,0.023696,0.067929,0.067929
4.167,0.023698,0.067945,0.067945
4.168,0.023700,0.067962,0.067962
4.169,0.023702,0.067979,0.067979
4.170,0.023704,0.067995,0.067995
4.171,0.023707,0.068012,0.068012
4.172,0.023709,0.068028,0.068028
4.173,0.023711,0.068045,0.068045
4.174,0.023713,0.068062,0.068062
4.175,0.023715,0.068078,0.068078
4.176,0.023717,0.068095,0.068095
4.177,0.023719,0.068111,0.068111
4.178,0.023722,0.068128,0.068128
4.179,0.023724,0.068144,0.068144
4.180,0.023726,0.068161,0.068161
4.181,0.023728,0.068178,0.068178
4.182,0.023730,0.068194,0.068194
4.183,0.023732,0.068211,0.068211
4.184,0.023734,0.068227,0.068227
4.185,0.023737,0.068244,0.068244
4.186,0.023739,0.068260,0.068260
4.187,0.023741,0.068277,0.068277
4.188,0.023743,0.068294,0.068294
4.189,0.023745,0.068310,0.068310
4.190,0.023747,0.068327,0.068327
4.191,0.023749,0.068343,0.068343
4.192,0.023752,0.068360,0.068360
4.193,0.023754,0.068376,0.068376
4.194,0.023756,0.068393,0.068393
4.195,0.023758,0.068410,0.068410
4.196,0.023760,0.068426,0.068426
4.197,0.023762,0.068443,0.068443
4.198,0.023764,0.068459,0.068459
4.199,0.023767,0.068476,0.068476
4.200,0.023769,0.068492,0.068492
4.201,0.023771,0.068509,0.068509
4.202,0.023773,0.068526,0.068526
4.203,0.023775,0.068542,0.068542
4.204,0.023777,0.068559,0.068559
4.205,0.023779,0.068575,0.068575
4.206,0.023781,0.068592,0.068592
4.207,0.023784,0.068609,0.068609
4.208,0.023786,0.068625,0.068625
4.209,0.023788,0.068642,0.068642
4.210,0.023790,0.068658,0.068658
4.211,0.023792,0.068675,0.068675
4.212,0.023794,0.068691,0.068691
4.213,0.023796,0.068708,0.068708
4.214,0.023799,0.068725,0.068725
4.215,0.023801,0.068741,0.068741
4.216,0.023803,0.068758,0.068758
4.217,0.023805,0.068774,0.068774
4.218,0.023807,0.068791,0.068791
4.219,0.023809,0.068807,0.068807
4.220,0.023811,0.068824,0.068824
4.221,0.023814,0.068841,0.068841
4.222,0.023816,0.068857,0.068857
4.223,0.023818,0.068874,0.068874
4.224,0.023820,0.068890,0.068890
4.225,0.023822,0.068907,0.068907
4.226,0.023824,0.068923,0.068923
4.227,0.023826,0.068940,0.068940
4.228,0.023829,0.068957,0.068957
4.229,0.023831,0.068973,0.068973
4.230,0.023833,0.068990,0.068990
4.231,0.023835,0.069006,0.069006
4.232,0.023837,0.069023,0.069023
4.233,0.023839,0.069040,0.069040
4.234,0.023841,0.069056,0.069056
4.235,0.023844,0.069073,0.069073
4.236,0.023846,0.069089,0.069089
4.237,0.023848,0.069106,0.069106
4.238,0.023850,0.069122,0.069122
4.239,0.023852,0.069139,0.069139
4.240,0.023854,0.069156,0.069156
4.241,0.023856,0.069172,0.069172
4.242,0.023859,0.069189,0.069189
4.243,0.023861,0.069205,0.069205
4.244,0.023863,0.069222,0.069222
4.245,0.023865,0.069238,0.069238
4.246,0.023867,0.069255,0.069255
4.247,0.023869,0.069272,0.069272
4.248,0.023871,0.069288,0.069288
4.249,0.023873,0.069305,0.069305
4.250,0.023876,0.069321,0.069321
4.251,0.023878,0.069338,0.069338
4.252,0.023880,0.069354,0.069354
4.253,0.023882,0.069371,0.069371
4.254,0.023884,0.069388,0.069388
4.255,0.023886,0.069404,0.069404
4.256,0.023888,0.069421,0.069421
4.257,0.023891,0.069437,0.069437
4.258,0.023893,0.069454,0.069454
4.259,0.023895,0.069470,0.069470
4.260,0.023897,0.069487,0.069487
4.261,0.023899,0.069504,0.069504
4.262,0.023901,0.069520,0.069520
4.263,0.023903,0.069537,0.069537
4.264,0.023906,0.069553,0.069553
4.265,0.023908,0.069570,0.069570
4.266,0.023910,0.069587,0.069587
4.267,0.023912,0.069603,0.069603
4.268,0.023914,0.069620,0.069620
4.269,0.023916,0.069636,0.069636
4.270,0.023918,0.069653,0.069653
4.271,0.023921,0.069669,0.069669
4.272,0.023923,0.069686,0.069686
4.273,0.023925,0.069703,0.069703
4.274,0.023927,0.069719,0.069719
4.275,0.023929,0.069736,0.069736
4.276,0.023931,0.069752,0.069752
4.277,0.023933,0.069769,0.069769
4.278,0.023936,0.069785,0.069785
4.279,0.023938,0.069802,0.069802
4.280,0.023940,0.069819,0.069819
4.281,0.023942,0.069835,0.069835
4.282,0.023944,0.069852,0.069852
4.283,0.023946,0.069868,0.069868
4.284,0.023948,0.069885,0.069885
4.285,0.023951,0.069901,0.069901
4.286,0.023953,0.069918,0.069918
4.287,0.023955,0.069935,0.069935
4.288,0.023957,0.069951,0.069951
4.289,0.023959,0.069968,0.069968
4.290,0.023961,0.069984,0.069984
4.291,0.023963,0.070001,0.070001
4.292,0.023966,0.070018,0.070018
4.293,0.023968,0.070034,0.070034
4.294,0.023970,0.070051,0.070051
4.295,0.023972,0.070067,0.070067
4.296,0.023974,0.070084,0.070084
4.297,0.023976,0.070100,0.070100
4.298,0.023978,0.070117,0.070117
4.299,0.023980,0.070134,0.070134
4.300,0.023983,0.070150,0.070150
4.301,0.023985,0.070167,0.070167
4.302,0.023987,0.070183,0.070183
4.303,0.023989,0.070200,0.070200
4.303,0.023991,0.070216,0.070216
4.304,0.023993,0.070233,0.070233
4.305,0.023995,0.070250,0.070250
4.306,0.023998,0.070266,0.070266
4.307,0.024000,0.070283,0.070283
4.308,0.024002,0.070299,0.070299
4.309,0.024004,0.070316,0.070316
4.310,0.024006,0.070332,0.070332
4.311,0.024008,0.070349,0.070349
4.312,0.024010,0.070366,0.070366
4.313,0.024013,0.070382,0.070382
4.314,0.024015,0.070399,0.070399
4.315,0.024017,0.070415,0.070415
4.316,0.024019,0.070432,0.070432
4.317,0.024021,0.070448,0.070448
4.318,0.024023,0.070465,0.070465
4.319,0.024025,0.070482,0.070482
4.320,0.024028,0.070498,0.070498
4.321,0.024030,0.070515,0.070515
4.322,0.024032,0.070531,0.070531
4.323,0.024034,0.070548,0.070548
4.324,0.024036,0.070565,0.070565
4.325,0.024038,0.070581,0.070581
4.326,0.024040,0.070598,0.070598
4.327,0.024043,0.070614,0.070614
4.328,0.024045,0.070631,0.070631
4.329,0.024047,0.070647,0.070647
4.330,0.024049,0.070664,0.070664
4.331,0.024051,0.070681,0.070681
4.332,0.024053,0.070697,0.070697
4.333,0.024055,0.070714,0.070714
4.334,0.024058,0.070730,0.070730
4.335,0.024060,0.070747,0.070747
4.336,0.024062,0.070763,0.070763
4.337,0.024064,0.070780,0.070780
4.338,0.024066,0.070797,0.070797
4.339,0.024068,0.070813,0.070813
4.340,0.024070,0.070830,0.070830
4.341,0.024072,0.070846,0.070846
4.342,0.024075,0.070863,0.070863
4.343,0.024077,0.070879,0.070879
4.344,0.024079,0.070896,0.070896
4.345,0.024081,0.070913,0.070913
4.346,0.024083,0.070929,0.070929
4.347,0.024085,0.070946,0.070946
4.348,0.024087,0.070962,0.070962
4.349,0.024090,0.070979,0.070979
4.350,0.024092,0.070996,0.070996
4.351,0.024094,0.071012,0.071012
4.352,0.024096,0.071029,0.071029
4.353,0.024098,0.071045,0.071045
4.354,0.024100,0.071062,0.071062
4.355,0.024102,0.071078,0.071078
4.356,0.024105,0.071095,0.071095
4.357,0.024107,0.071112,0.071112
4.358,0.024109,0.071128,0.071128
4.359,0.024111,0.071145,0.071145
4.360,0.024113,0.071161,0.071161
4.361,0.024115,0.071178,0.071178
4.362,0.024117,0.071194,0.071194
4.363,0.024120,0.071211,0.071211
4.364,0.024122,0.071228,0.071228
4.365,0.024124,0.071244,0.071244
4.366,0.024126,0.071261,0.071261
4.367,0.024128,0.071277,0.071277
4.368,0.024130,0.071294,0.071294
4.369,0.024132,0.071310,0.071310
4.370,0.024135,0.071327,0.071327
4.371,0.024137,0.071344,0.071344
4.372,0.024139,0.071360,0.071360
4.373,0.024141,0.071377,0.071377
4.374,0.024143,0.071393,0.071393
4.375,0.024145,0.071410,0.071410
4.376,0.024147,0.071427,0.071427
4.377,0.024150,0.071443,0.071443
4.378,0.024152,0.071460,0.071460
4.379,0.024154,0.071476,0.071476
4.380,0.024156,0.071493,0.071493
4.381,0.024158,0.071509,0.071509
4.382,0.024160,0.071526,0.071526
4.383,0.024162,0.071543,0.071543
4.384,0.024164,0.071559,0.071559
4.385,0.024167,0.071576,0.071576
4.386,0.024169,0.071592,0.071592
4.387,0.024171,0.071609,0.071609
4.388,0.024173,0.071625,0.071625
4.389,0.024175,0.071642,0.071642
4.390,0.024177,0.071659,0.071659
4.391,0.024179,0.071675,0.071675
4.392,0.024182,0.071692,0.071692
4.393,0.024184,0.071708,0.071708
4.394,0.024186,0.071725,0.071725
4.395,0.024188,0.071741,0.071741
4.396,0.024190,0.071758,0.071758
4.397,0.024192,0.071775,0.071775
4.398,0.024194,0.071791,0.071791
4.399,0.024197,0.071808,0.071808
4.400,0.024199,0.071824,0.071824
4.401,0.024201,0.071841,0.071841
4.402,0.024203,0.071857,0.071857
4.403,0.024205,0.071874,0.071874
4.404,0.024207,0.071891,0.071891
4.405,0.024209,0.071907,0.071907
4.406,0.024212,0.071924,0.071924
4.407,0.024214,0.071940,0.071940
4.408,0.024216,0.071957,0.071957
4.409,0.024218,0.071974,0.071974
4.410,0.024220,0.071990,0.071990
4.411,0.024222,0.072007,0.072007
4.412,0.024224,0.072023,0.072023
4.413,0.024227,0.072040,0.072040
4.414,0.024229,0.072056,0.072056
4.415,0.024231,0.072073,0.072073
4.416,0.024233,0.072090,0.072090
4.417,0.024235,0.072106,0.072106
4.418,0.024237,0.072123,0.072123
4.419,0.024239,0.072139,0.072139
4.420,0.024242,0.072156,0.072156
4.421,0.024244,0.072172,0.072172
4.422,0.024246,0.072189,0.072189
4.423,0.024248,0.072206,0.072206
4.424,0.024250,0.072222,0.072222
4.425,0.024252,0.072239,0.072239
4.426,0.024254,0.072255,0.072255
4.427,0.024257,0.072272,0.072272
4.428,0.024259,0.072288,0.072288
4.429,0.024261,0.072305,0.072305
4.430,0.024263,0.072322,0.072322
4.431,0.024265,0.072338,0.072338
4.432,0.024267,0.072355,0.072355
4.433,0.024269,0.072371,0.072371
4.434,0.024271,0.072388,0.072388
4.435,0.024274,0.072405,0.072405
4.436,0.024276,0.072421,0.072421
4.437,0.024278,0.072438,0.072438
4.438,0.024280,0.072454,0.072454
4.439,0.024282,0.072471,0.072471
4.440,0.024284,0.072487,0.072487
4.441,0.024286,0.072504,0.072504
4.442,0.024289,0.072521,0.072521
4.443,0.024291,0.072537,0.072537
4.444,0.024293,0.072554,0.072554
4.445,0.024295,0.072570,0.072570
4.446,0.024297,0.072587,0.072587
4.447,0.024299,0.072603,0.072603
4.448,0.024301,0.072620,0.072620
4.449,0.024304,0.072637,0.072637
4.450,0.024306,0.072653,0.072653
4.451,0.024308,0.072670,0.072670
4.452,0.024310,0.072686,0.072686
4.453,0.024312,0.072703,0.072703
4.454,0.024314,0.072719,0.072719
4.455,0.024316,0.072736,0.072736
4.456,0.024319,0.072753,0.072753
4.457,0.024321,0.072769,0.072769
4.458,0.024323,0.072786,0.072786
4.459,0.024325,0.072802,0.072802
4.460,0.024327,0.072819,0.072819
4.461,0.024329,0.072835,0.072835
4.462,0.024331,0.072852,0.072852
4.463,0.024334,0.072869,0.072869
4.464,0.024336,0.072885,0.072885
4.465,0.024338,0.072902,0.072902
4.466,0.024340,0.072918,0.072918
4.467,0.024342,0.072935,0.072935
4.468,0.024344,0.072952,0.072952
4.469,0.024346,0.072968,0.072968
4.470,0.024349,0.072985,0.072985
4.471,0.024351,0.073001,0.073001
4.472,0.024353,0.073018,0.073018
4.473,0.024355,0.073034,0.073034
4.474,0.024357,0.073051,0.073051
4.475,0.024359,0.073068,0.073068
4.476,0.024361,0.073084,0.073084
4.477,0.024363,0.073101,0.073101
4.478,0.024366,0.073117,0.073117
4.479,0.024368,0.073134,0.073134
4.480,0.024370,0.073150,0.073150
4.481,0.024372,0.073167,0.073167
4.482,0.024374,0.073184,0.073184
4.483,0.024376,0.073200,0.073200
4.484,0.024378,0.073217,0.073217
4.485,0.024381,0.073233,0.073233
4.486,0.024383,0.073250,0.073250
4.487,0.024385,0.073266,0.073266
4.488,0.024387,0.073283,0.073283
4.489,0.024389,0.073300,0.073300
4.490,0.024391,0.073316,0.073316
4.491,0.024393,0.073333,0.073333
4.492,0.024396,0.073349,0.073349
4.493,0.024398,0.073366,0.073366
4.494,0.024400,0.073383,0.073383
4.494,0.024402,0.073399,0.073399
4.495,0.024404,0.073416,0.073416
4.496,0.024406,0.073432,0.073432
4.497,0.024408,0.073449,0.073449
4.498,0.024411,0.073465,0.073465
4.499,0.024413,0.073482,0.073482
4.500,0.024415,0.073499,0.073499
4.501,0.024417,0.073515,0.073515
4.502,0.024419,0.073532,0.073532
4.503,0.024421,0.073548,0.073548
4.504,0.024423,0.073565,0.073565
4.505,0.024426,0.073581,0.073581
4.506,0.024428,0.073598,0.073598
4.507,0.024430,0.073615,0.073615
4.508,0.024432,0.073631,0.073631
4.509,0.024434,0.073648,0.073648
4.510,0.024436,0.073664,0.073664
4.511,0.024438,0.073681,0.073681
4.512,0.024441,0.073697,0.073697
4.513,0.024443,0.073714,0.073714
4.514,0.024445,0.073731,0.073731
4.515,0.024447,0.073747,0.073747
4.516,0.024449,0.073764,0.073764
4.517,0.024451,0.073780,0.073780
4.518,0.024453,0.073797,0.073797
4.519,0.024455,0.073813,0.073813
4.520,0.024458,0.073830,0.073830
4.521,0.024460,0.073847,0.073847
4.522,0.024462,0.073863,0.073863
4.523,0.024464,0.073880,0.073880
4.524,0.024466,0.073896,0.073896
4.525,0.024468,0.073913,0.073913
4.526,0.024470,0.073930,0.073930
4.527,0.024473,0.073946,0.073946
4.528,0.024475,0.073963,0.073963
4.529,0.024477,0.073979,0.073979
4.530,0.024479,0.073996,0.073996
4.531,0.024481,0.074012,0.074012
4.532,0.024483,0.074029,0.074029
4.533,0.024485,0.074046,0.074046
4.534,0.024488,0.074062,0.074062
4.535,0.024490,0.074079,0.074079
4.536,0.024492,0.074095,0.074095
4.537,0.024494,0.074112,0.074112
4.538,0.024496,0.074128,0.074128
4.539,0.024498,0.074145,0.074145
4.540,0.024500,0.074162,0.074162
4.541,0.024503,0.074178,0.074178
4.542,0.024505,0.074195,0.074195
4.543,0.024507,0.074211,0.074211
4.544,0.024509,0.074228,0.074228
4.545,0.024511,0.074244,0.074244
4.546,0.024513,0.074261,0.074261
4.547,0.024515,0.074278,0.074278
4.548,0.024518,0.074294,0.074294
4.549,0.024520,0.074311,0.074311
4.550,0.024522,0.074327,0.074327
4.551,0.024524,0.074344,0.074344
4.552,0.024526,0.074361,0.074361
4.553,0.024528,0.074377,0.074377
4.554,0.024530,0.074394,0.074394
4.555,0.024533,0.074410,0.074410
4.556,0.024535,0.074427,0.074427
4.557,0.024537,0.074443,0.074443
4.558,0.024539,0.074460,0.074460
4.559,0.024541,0.074477,0.074477
4.560,0.024543,0.074493,0.074493
4.561,0.024545,0.074510,0.074510
4.562,0.024547,0.074526,0.074526
4.563,0.024550,0.074543,0.074543
4.564,0.024552,0.074559,0.074559
4.565,0.024554,0.074576,0.074576
4.566,0.024556,0.074593,0.074593
4.567,0.024558,0.074609,0.074609
4.568,0.024560,0.074626,0.074626
4.569,0.024562,0.074642,0.074642
4.570,0.024565,0.074659,0.074659
4.571,0.024567,0.074675,0.074675
4.572,0.024569,0.074692,0.074692
4.573,0.024571,0.074709,0.074709
4.574,0.024573,0.074725,0.074725
4.575,0.024575,0.074742,0.074742
4.576,0.024577,0.074758,0.074758
4.577,0.024580,0.074775,0.074775
4.578,0.024582,0.074792,0.074792
4.579,0.024584,0.074808,0.074808
4.580,0.024586,0.074825,0.074825
4.581,0.024588,0.074841,0.074841
4.582,0.024590,0.074858,0.074858
4.583,0.024592,0.074874,0.074874
4.584,0.024595,0.074891,0.074891
4.585,0.024597,0.074908,0.074908
